TIME_PERIOD,VICTIMIZATION_PRIMARY,AGE,SEX,RACE,NUMBER_OF_VICTIMS
9/30/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,API,2
12/31/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,6
6/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,40
6/30/2023,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,11
6/30/2023,ROBBERY,UNKNOWN,M,API,3
6/30/2023,BATTERY,30-39,F,WHI,7
9/30/2022,ROBBERY,0-19,M,WHI,2
6/30/2023,ROBBERY,60-69,M,WWH,66
12/31/2022,BATTERY,0-19,M,API,1
6/30/2023,ASSAULT,20-29,M,WWH,4
9/30/2023,ASSAULT,40-49,F,BLK,53
6/30/2022,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,1
9/30/2023,ROBBERY,UNKNOWN,M,WWH,34
6/30/2023,BATTERY,0-19,M,BLK,6
9/30/2023,BATTERY,0-19,M,WWH,15
6/30/2023,ASSAULT,0-19,F,BLK,20
6/30/2003,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,13
9/30/2023,BATTERY,20-29,F,UNKNOWN,2
9/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,14
6/30/2023,ROBBERY,60-69,F,WHI,6
9/30/2023,NON-FATAL,0-19,M,WWH,1
12/31/2009,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,6
3/31/2009,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,48
12/31/2022,BATTERY,40-49,M,WHI,10
12/31/2022,BATTERY,70-79,F,BLK,2
12/31/2022,BATTERY,60-69,M,BLK,29
3/31/2023,ROBBERY,UNKNOWN,M,BLK,1
9/30/2023,ASSAULT,30-39,F,UNKNOWN,1
12/31/2022,ASSAULT,20-29,F,UNKNOWN,1
6/30/2023,ROBBERY,UNKNOWN,M,BLK,22
6/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,8
12/31/2022,ROBBERY,80+,M,WWH,2
12/31/2022,ROBBERY,60-69,F,API,2
12/31/2022,ASSAULT,60-69,F,WWH,2
6/30/2023,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,3
9/30/2022,ASSAULT,40-49,M,API,7
12/31/2022,ASSAULT,30-39,F,WHI,6
12/31/2022,ROBBERY,30-39,F,BLK,3
9/30/2019,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,5
12/31/2022,ASSAULT,20-29,F,API,5
9/30/2022,ASSAULT,20-29,F,WBH,2
6/30/2017,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,5
12/31/2022,BATTERY,20-29,M,WWH,12
9/30/2023,ASSAULT,50-59,M,UNKNOWN,3
12/31/2022,ASSAULT,UNKNOWN,F,WWH,6
9/30/2020,BATTERY,40-49,M,BLK,70
6/30/2018,BATTERY,30-39,M,BLK,101
6/30/2023,BATTERY,30-39,M,WWH,14
12/31/2022,BATTERY,50-59,F,BLK,18
9/30/2022,BATTERY,20-29,F,WWH,15
9/30/2023,ASSAULT,0-19,F,WBH,1
6/30/2023,ROBBERY,50-59,F,BLK,4
12/31/2022,BATTERY,30-39,M,API,3
9/30/2023,ROBBERY,30-39,UNKNOWN,UNKNOWN,1
12/31/2022,BATTERY,40-49,M,API,1
12/31/2022,BATTERY,30-39,F,BLK,33
3/31/2013,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,4
12/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
12/31/2022,BATTERY,40-49,M,WHI,2
3/31/2023,ASSAULT,UNKNOWN,M,WHI,2
3/31/2023,CRIMINAL SEXUAL ASSAULT,70-79,F,UNKNOWN,1
9/30/2022,ASSAULT,0-19,F,WBH,2
9/30/2022,ROBBERY,UNKNOWN,M,API,3
9/30/2023,BATTERY,0-19,F,WHI,2
9/30/2022,ROBBERY,20-29,M,WHI,1
3/31/2012,CRIMINAL SEXUAL ASSAULT,20-29,F,WBH,1
3/31/2023,BATTERY,40-49,M,BLK,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,14
9/30/2023,BATTERY,0-19,M,UNKNOWN,9
6/30/2023,BATTERY,20-29,F,UNKNOWN,3
9/30/2022,BATTERY,UNKNOWN,M,API,1
6/30/2023,ROBBERY,60-69,F,BLK,25
9/30/2023,CRIMINAL SEXUAL ASSAULT,60-69,F,WBH,1
9/30/2023,ASSAULT,0-19,M,WBH,2
6/30/2023,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,12
6/30/2023,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,81
9/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,M,UNKNOWN,2
9/30/2023,ROBBERY,0-19,M,BLK,3
12/31/2022,ROBBERY,UNKNOWN,M,UNKNOWN,5
9/30/2023,CRIMINAL SEXUAL ASSAULT,30-39,F,I,1
6/30/2023,BATTERY,30-39,M,BLK,66
12/31/2022,ROBBERY,60-69,UNKNOWN,BLK,1
9/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,38
9/30/2022,CRIMINAL SEXUAL ASSAULT,50-59,M,WWH,1
9/30/2022,BATTERY,60-69,F,BLK,3
3/31/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,1
12/31/2022,ASSAULT,20-29,M,UNKNOWN,6
12/31/2022,BATTERY,20-29,F,WWH,10
9/30/2022,BATTERY,0-19,M,WHI,1
12/31/2022,ASSAULT,80+,M,WHI,1
12/31/2008,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,14
9/30/2023,HOMICIDE,40-49,F,BLK,2
3/31/2023,ASSAULT,20-29,M,BLK,91
6/30/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,2
3/31/2023,CRIMINAL SEXUAL ASSAULT,60-69,F,WHI,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,16
9/30/2023,ASSAULT,80+,M,WWH,1
6/30/2023,ASSAULT,20-29,F,API,2
6/30/2023,ROBBERY,30-39,M,UNKNOWN,9
9/30/2023,ROBBERY,20-29,F,WWH,1
6/30/2023,ASSAULT,60-69,M,WHI,11
6/30/2023,BATTERY,20-29,M,BLK,63
9/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,M,WWH,1
6/30/2023,ROBBERY,70-79,M,WWH,5
12/31/2022,ROBBERY,0-19,M,API,2
9/30/2022,BATTERY,60-69,F,WWH,2
6/30/2023,HOMICIDE,0-19,M,BLK,8
9/30/2022,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,1
12/31/2022,ASSAULT,60-69,F,UNKNOWN,1
6/30/2023,BATTERY,60-69,F,WWH,2
6/30/2023,HOMICIDE,20-29,F,BLK,3
3/31/2023,BATTERY,60-69,F,API,1
9/30/2022,ROBBERY,40-49,M,BLK,128
12/31/2022,BATTERY,20-29,F,WBH,1
12/31/2022,BATTERY,0-19,F,BLK,4
6/30/2023,BATTERY,30-39,M,WHI,21
6/30/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,50
12/31/2021,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,4
6/30/2023,HOMICIDE,20-29,F,BLK,1
3/31/2023,ASSAULT,20-29,M,WHI,29
12/31/2022,ASSAULT,40-49,F,BLK,44
6/30/2020,BATTERY,50-59,M,BLK,26
6/30/2023,ASSAULT,0-19,M,BLK,62
12/31/2019,ROBBERY,20-29,M,BLK,12
9/30/2020,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,14
9/30/2023,BATTERY,70-79,F,WWH,1
6/30/2023,ROBBERY,40-49,M,UNKNOWN,7
6/30/2015,BATTERY,20-29,M,BLK,250
6/30/2015,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,4
6/30/2023,ASSAULT,20-29,F,WHI,19
6/30/2018,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,5
6/30/2023,ROBBERY,20-29,M,API,25
9/30/2016,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,9
9/30/2023,ASSAULT,20-29,M,I,3
3/31/2007,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
9/30/2021,BATTERY,20-29,F,BLK,55
9/30/2023,ASSAULT,UNKNOWN,F,BLK,20
12/31/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,API,1
3/31/2022,ASSAULT,40-49,F,BLK,49
9/30/2022,ASSAULT,60-69,F,WHI,1
9/30/2023,ROBBERY,70-79,M,API,6
9/30/2023,ASSAULT,50-59,M,BLK,20
9/30/2022,BATTERY,50-59,F,WWH,2
9/30/2023,CRIMINAL SEXUAL ASSAULT,80+,F,BLK,4
3/31/2020,BATTERY,40-49,M,BLK,15
9/30/2023,ASSAULT,40-49,F,BLK,81
3/31/2022,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,29
6/30/2018,BATTERY,40-49,M,BLK,27
6/30/2023,ROBBERY,0-19,M,WHI,7
9/30/2023,BATTERY,40-49,F,WWH,9
3/31/2023,BATTERY,40-49,UNKNOWN,UNKNOWN,1
9/30/2022,ROBBERY,70-79,M,WWH,3
3/31/2020,ROBBERY,40-49,F,BLK,4
12/31/2022,BATTERY,0-19,M,BLK,4
3/31/2023,CRIMINAL SEXUAL ASSAULT,60-69,F,UNKNOWN,1
3/31/2023,BATTERY,60-69,UNKNOWN,UNKNOWN,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,4
9/30/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,5
12/31/2022,ASSAULT,20-29,F,WWH,44
12/31/2022,BATTERY,20-29,M,WHI,9
3/31/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,5
9/30/2021,BATTERY,50-59,F,WWH,4
12/31/2022,ASSAULT,0-19,M,BLK,7
3/31/2023,ROBBERY,0-19,F,WWH,5
3/31/2023,CRIMINAL SEXUAL ASSAULT,60-69,F,UNKNOWN,1
12/31/2022,BATTERY,20-29,F,BLK,145
6/30/2022,BATTERY,0-19,F,UNKNOWN,1
12/31/2022,BATTERY,30-39,F,WWH,30
6/30/2023,BATTERY,30-39,F,WWH,19
6/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
12/31/2022,ASSAULT,0-19,F,UNKNOWN,1
3/31/2023,BATTERY,50-59,F,WHI,1
9/30/2013,ROBBERY,20-29,M,BLK,10
9/30/2022,ROBBERY,30-39,M,WHI,76
9/30/2022,ROBBERY,60-69,F,BLK,38
3/31/2023,ASSAULT,80+,F,BLK,2
9/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,F,API,2
12/31/2022,BATTERY,UNKNOWN,F,WWH,1
12/31/2018,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,20
3/31/2023,BATTERY,70-79,F,BLK,3
9/30/2023,BATTERY,30-39,UNKNOWN,BLK,1
3/31/2023,BATTERY,0-19,M,BLK,3
12/31/2022,BATTERY,50-59,M,WHI,2
3/31/2020,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,4
6/30/2022,BATTERY,30-39,F,BLK,18
12/31/2022,ROBBERY,30-39,F,UNKNOWN,4
12/31/2022,BATTERY,30-39,F,WWH,1
3/31/2023,ASSAULT,30-39,M,UNKNOWN,1
3/31/2023,ASSAULT,30-39,F,UNKNOWN,2
3/31/2023,BATTERY,60-69,F,BLK,10
3/31/2023,BATTERY,20-29,F,WWH,6
6/30/2023,ROBBERY,40-49,M,API,14
12/31/2022,ROBBERY,0-19,F,API,2
6/30/2023,ROBBERY,UNKNOWN,F,WHI,3
9/30/2023,HOMICIDE,30-39,M,WWH,2
6/30/2023,BATTERY,50-59,M,WWH,3
9/30/2023,BATTERY,0-19,M,WBH,1
3/31/2023,ROBBERY,0-19,M,WWH,27
3/31/2023,BATTERY,20-29,F,WHI,1
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
6/30/2023,ASSAULT,UNKNOWN,M,BLK,2
3/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,8
6/30/2023,HOMICIDE,70-79,M,BLK,2
9/30/2022,ASSAULT,80+,M,WHI,1
6/30/2023,ROBBERY,30-39,UNKNOWN,WHI,1
6/30/2023,ASSAULT,UNKNOWN,F,WWH,12
3/31/2023,BATTERY,50-59,M,WHI,9
6/30/2022,BATTERY,0-19,F,UNKNOWN,1
3/31/2023,BATTERY,20-29,M,API,4
6/30/2023,HOMICIDE,50-59,M,WWH,1
3/31/2023,ASSAULT,20-29,M,I,1
6/30/2023,BATTERY,40-49,M,WHI,17
6/30/2023,ASSAULT,50-59,F,WHI,6
9/30/2022,ROBBERY,0-19,M,UNKNOWN,3
6/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,44
6/30/2023,BATTERY,70-79,M,WHI,11
6/30/2023,HOMICIDE,60-69,M,BLK,1
12/31/2022,ASSAULT,20-29,F,BLK,106
6/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,9
3/31/2023,BATTERY,0-19,M,I,1
12/31/2022,BATTERY,40-49,F,BLK,25
12/31/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,7
12/31/2022,ASSAULT,50-59,F,WWH,5
6/30/2023,BATTERY,60-69,M,BLK,6
12/31/2022,BATTERY,50-59,M,BLK,35
9/30/2022,ROBBERY,40-49,F,UNKNOWN,3
6/30/2023,HOMICIDE,40-49,M,WWH,1
6/30/2023,ASSAULT,0-19,F,WWH,2
6/30/2014,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,7
12/31/2022,BATTERY,30-39,F,BLK,5
12/31/2022,ASSAULT,20-29,M,WWH,87
12/31/2022,BATTERY,40-49,M,WWH,9
6/30/2023,ROBBERY,20-29,F,BLK,16
12/31/2022,ROBBERY,60-69,F,WWH,17
12/31/2022,BATTERY,30-39,M,WWH,11
9/30/2022,ASSAULT,20-29,F,WBH,2
12/31/2022,CRIMINAL SEXUAL ASSAULT,60-69,F,UNKNOWN,1
6/30/2023,ROBBERY,50-59,M,I,2
12/31/2022,BATTERY,70-79,M,BLK,3
9/30/2023,BATTERY,70-79,F,WWH,2
12/31/2022,BATTERY,0-19,F,UNKNOWN,5
6/30/2023,ASSAULT,UNKNOWN,F,BLK,12
9/30/2022,BATTERY,60-69,F,WHI,3
12/31/2022,ROBBERY,50-59,F,WWH,37
6/30/2023,ROBBERY,20-29,M,API,1
6/30/2023,ROBBERY,60-69,M,WBH,2
6/30/2023,BATTERY,30-39,M,WBH,4
12/31/2022,ROBBERY,50-59,F,UNKNOWN,3
9/30/2023,BATTERY,50-59,F,WHI,3
12/31/2022,ROBBERY,30-39,M,UNKNOWN,19
6/30/2023,BATTERY,50-59,M,WWH,4
3/31/2018,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,70-79,F,WWH,1
6/30/2023,BATTERY,0-19,M,WWH,7
6/30/2023,ASSAULT,40-49,M,API,6
9/30/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,18
12/31/2022,ROBBERY,70-79,M,BLK,1
12/31/2022,BATTERY,0-19,F,WWH,4
12/31/2022,BATTERY,60-69,M,WHI,4
3/31/2023,ASSAULT,30-39,M,BLK,36
3/31/2023,ASSAULT,40-49,F,BLK,48
3/31/2023,BATTERY,20-29,M,UNKNOWN,1
3/31/2023,ROBBERY,30-39,M,UNKNOWN,8
3/31/2011,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,3
12/31/2022,ASSAULT,40-49,M,WWH,61
3/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,10
6/30/2022,BATTERY,20-29,M,BLK,51
12/31/2022,ASSAULT,0-19,F,API,1
6/30/2023,ASSAULT,30-39,M,BLK,115
9/30/2023,BATTERY,0-19,F,WBH,1
12/31/2022,ASSAULT,70-79,M,WHI,2
12/31/2022,ASSAULT,0-19,F,BLK,18
3/31/2023,ROBBERY,0-19,F,WWH,11
12/31/2022,ROBBERY,0-19,F,BLK,1
12/31/2022,BATTERY,70-79,M,WWH,2
3/31/2023,ASSAULT,20-29,M,WHI,1
6/30/2022,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
3/31/2023,ASSAULT,UNKNOWN,F,WWH,2
9/30/2023,ASSAULT,40-49,F,WBH,1
9/30/2023,BATTERY,30-39,F,BLK,1
9/30/2023,ROBBERY,0-19,F,UNKNOWN,1
9/30/2023,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,20
9/30/2022,BATTERY,20-29,F,WBH,1
9/30/2022,ROBBERY,70-79,M,WHI,4
9/30/2020,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,1
9/30/2023,ASSAULT,50-59,M,BLK,71
12/31/2022,ROBBERY,80+,F,WHI,1
9/30/2023,BATTERY,0-19,F,BLK,7
9/30/2022,ASSAULT,UNKNOWN,M,WHI,1
9/30/2023,ASSAULT,40-49,M,UNKNOWN,5
3/31/2023,BATTERY,20-29,F,BLK,17
9/30/2023,ASSAULT,0-19,F,WWH,6
6/30/2019,BATTERY,20-29,M,BLK,188
6/30/2019,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,7
9/30/2022,BATTERY,40-49,M,WBH,2
9/30/2021,BATTERY,30-39,M,BLK,231
9/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,2
6/30/2023,ROBBERY,50-59,F,WWH,19
12/31/2012,CRIMINAL SEXUAL ASSAULT,20-29,F,UNKNOWN,1
3/31/2007,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,31
3/31/2023,BATTERY,50-59,F,WWH,4
6/30/2023,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,13
9/30/2022,BATTERY,70-79,M,WWH,5
12/31/2021,HOMICIDE,20-29,M,BLK,42
6/30/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,33
12/31/2022,ASSAULT,20-29,M,BLK,26
9/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,26
12/31/2022,ASSAULT,0-19,M,WWH,2
9/30/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,15
12/31/2022,ROBBERY,50-59,M,WHI,47
9/30/2023,BATTERY,30-39,M,WWH,2
12/31/2022,ASSAULT,30-39,F,UNKNOWN,6
12/31/2022,ROBBERY,UNKNOWN,F,BLK,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,2
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
12/31/2005,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,8
12/31/2022,ASSAULT,70-79,M,UNKNOWN,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,40-49,M,WWH,2
3/31/2023,HOMICIDE,20-29,F,WWH,2
12/31/2022,BATTERY,60-69,M,BLK,8
12/31/2022,BATTERY,50-59,F,WWH,1
12/31/2022,ASSAULT,60-69,F,BLK,11
9/30/2022,ASSAULT,60-69,M,API,2
12/31/2022,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,4
12/31/2022,BATTERY,UNKNOWN,M,API,1
6/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,30
12/31/2022,ROBBERY,40-49,M,WHI,43
12/31/2022,BATTERY,UNKNOWN,F,BLK,2
6/30/2023,HOMICIDE,30-39,M,BLK,3
9/30/2022,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,3
9/30/2022,ROBBERY,30-39,M,WWH,107
12/31/2022,BATTERY,40-49,M,API,3
3/31/2020,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,7
6/30/2023,BATTERY,50-59,F,BLK,20
9/30/2022,HOMICIDE,30-39,M,BLK,45
6/30/2023,BATTERY,30-39,F,WHI,6
9/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,16
6/30/2023,ASSAULT,50-59,M,WHI,22
9/30/2022,CRIMINAL SEXUAL ASSAULT,80+,F,WWH,1
6/30/2023,ROBBERY,0-19,M,WWH,27
12/31/2022,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,3
6/30/2023,BATTERY,40-49,M,API,4
6/30/2023,ROBBERY,30-39,F,WHI,23
6/30/2023,ASSAULT,20-29,M,API,8
9/30/2003,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,4
6/30/2023,BATTERY,0-19,M,BLK,17
6/30/2023,ASSAULT,60-69,F,WWH,2
9/30/2022,ASSAULT,40-49,M,UNKNOWN,7
6/30/2023,ASSAULT,30-39,M,API,1
6/30/2023,ASSAULT,50-59,M,UNKNOWN,5
6/30/2023,BATTERY,60-69,F,BLK,14
3/31/2022,ASSAULT,50-59,F,WWH,12
6/30/2023,ASSAULT,60-69,M,WWH,7
6/30/2001,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,9
6/30/2023,ASSAULT,60-69,F,BLK,11
3/31/2020,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,7
9/30/2021,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,9
6/30/2023,ASSAULT,0-19,M,WWH,28
6/30/2023,BATTERY,70-79,F,BLK,5
12/31/2022,BATTERY,0-19,M,API,1
6/30/2022,BATTERY,30-39,F,BLK,4
6/30/2023,HOMICIDE,50-59,M,BLK,6
9/30/2022,BATTERY,30-39,M,BLK,4
3/31/2023,BATTERY,40-49,M,BLK,13
6/30/2023,ASSAULT,30-39,F,BLK,140
3/31/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,M,WWH,1
6/30/2023,ASSAULT,50-59,M,WWH,23
12/31/2022,ROBBERY,20-29,M,WHI,1
9/30/2022,ASSAULT,40-49,F,API,2
12/31/2022,ROBBERY,30-39,M,I,7
3/31/2023,CRIMINAL SEXUAL ASSAULT,30-39,F,API,1
12/31/2022,BATTERY,60-69,F,BLK,13
12/31/2022,BATTERY,50-59,M,BLK,20
12/31/2022,BATTERY,50-59,M,UNKNOWN,1
3/31/2023,ROBBERY,70-79,M,BLK,1
12/31/2022,BATTERY,UNKNOWN,M,BLK,1
6/30/2023,ROBBERY,40-49,M,WHI,31
9/30/2022,ASSAULT,40-49,F,API,1
6/30/2023,BATTERY,20-29,F,WWH,12
12/31/2022,ASSAULT,20-29,M,BLK,108
6/30/2023,BATTERY,30-39,F,WWH,7
9/30/2022,ROBBERY,30-39,F,WWH,42
9/30/2022,ASSAULT,70-79,M,BLK,6
12/31/2020,BATTERY,30-39,M,WWH,23
3/31/2023,ASSAULT,60-69,F,WWH,3
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,12
9/30/2022,BATTERY,20-29,M,WHI,13
12/31/2019,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,15
9/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,1
9/30/2022,ROBBERY,UNKNOWN,F,API,2
9/30/2022,ROBBERY,0-19,F,WWH,12
6/30/2023,ROBBERY,80+,F,BLK,2
3/31/2002,BATTERY,20-29,M,BLK,367
9/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,M,WHI,1
9/30/2023,CRIMINAL SEXUAL ASSAULT,40-49,M,UNKNOWN,1
9/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,M,UNKNOWN,1
3/31/2002,BATTERY,0-19,M,WWH,65
3/31/2019,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,11
3/31/2022,ROBBERY,20-29,F,BLK,83
9/30/2022,ROBBERY,60-69,M,API,7
6/30/2023,BATTERY,60-69,M,BLK,12
9/30/2022,BATTERY,30-39,M,WHI,9
6/30/2023,ASSAULT,50-59,M,BLK,59
6/30/2023,ASSAULT,20-29,F,BLK,130
9/30/2022,ASSAULT,0-19,UNKNOWN,WHI,1
6/30/2023,BATTERY,20-29,F,API,3
6/30/2023,HOMICIDE,40-49,M,API,1
3/31/2023,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,18
9/30/2022,BATTERY,0-19,M,BLK,6
9/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,13
6/30/2023,ASSAULT,30-39,F,WWH,40
12/31/2022,BATTERY,80+,F,BLK,1
3/31/2023,BATTERY,UNKNOWN,F,WHI,1
9/30/2023,ASSAULT,30-39,F,API,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,WBH,2
6/30/2023,ASSAULT,40-49,F,WHI,11
9/30/2022,BATTERY,0-19,M,WBH,1
9/30/2023,ASSAULT,30-39,M,WHI,27
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,20
9/30/2023,BATTERY,60-69,M,BLK,35
3/31/2023,ASSAULT,40-49,M,API,5
6/30/2023,BATTERY,50-59,M,API,2
6/30/2023,ASSAULT,70-79,M,WHI,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,6
3/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,I,1
3/31/2023,ROBBERY,20-29,F,WWH,66
3/31/2005,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,24
9/30/2023,ASSAULT,20-29,M,BLK,94
3/31/2023,ROBBERY,0-19,M,WHI,6
6/30/2023,ROBBERY,30-39,M,API,17
6/30/2023,ROBBERY,0-19,M,BLK,37
6/30/2021,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,45
9/30/2023,ASSAULT,0-19,F,BLK,50
6/30/2023,BATTERY,0-19,F,BLK,30
6/30/2023,ROBBERY,30-39,M,BLK,139
9/30/2023,ROBBERY,40-49,F,WHI,37
9/30/2023,BATTERY,70-79,F,BLK,10
6/30/2023,ROBBERY,30-39,M,WHI,56
12/31/2022,ASSAULT,20-29,F,WWH,17
6/30/2005,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,10
12/31/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,UNKNOWN,8
9/30/2023,BATTERY,30-39,M,WBH,3
3/31/2023,BATTERY,50-59,M,UNKNOWN,2
12/31/2022,ROBBERY,20-29,M,UNKNOWN,21
3/31/2023,BATTERY,40-49,M,WWH,26
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,39
6/30/2023,ROBBERY,UNKNOWN,M,WHI,6
12/31/2022,ASSAULT,0-19,M,API,2
9/30/2023,BATTERY,40-49,M,I,1
9/30/2022,BATTERY,20-29,M,API,5
3/31/2023,ASSAULT,30-39,M,API,1
6/30/2023,ASSAULT,50-59,M,BLK,20
9/30/2022,ASSAULT,50-59,M,WHI,5
12/31/2022,BATTERY,70-79,F,WHI,2
6/30/2023,BATTERY,UNKNOWN,M,BLK,9
9/30/2023,ROBBERY,UNKNOWN,M,WBH,4
12/31/2020,HOMICIDE,30-39,M,WWH,7
3/31/2001,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,40
3/31/2023,ASSAULT,80+,F,WHI,3
3/31/2023,BATTERY,0-19,F,WBH,1
3/31/2023,HOMICIDE,50-59,M,WHI,1
9/30/2022,BATTERY,50-59,F,UNKNOWN,1
3/31/2023,ROBBERY,40-49,F,API,4
3/31/2023,HOMICIDE,30-39,F,BLK,1
9/30/2023,BATTERY,40-49,M,WWH,1
9/30/2023,BATTERY,20-29,UNKNOWN,BLK,1
9/30/2021,ASSAULT,50-59,F,BLK,42
